"ANO";"MES";"DIA";"HORA";"DIA_DA_SEMANA";"QTD";"QTD_NEGADA";"QTD_NEG_OP";"QTD_APROVADA";"QTD_CREDITOR_DISTINCT"
"16";"07";"01";"00";6;1455;274;211;943;72805
"16";"07";"01";"01";6;860;183;155;509;72805
"16";"07";"01";"02";6;661;142;154;353;72805
"16";"07";"01";"03";6;397;83;83;225;72805
"16";"07";"01";"04";6;304;50;68;177;72805
"16";"07";"01";"05";6;258;30;66;154;72805
"16";"07";"01";"06";6;298;58;41;194;72805
"16";"07";"01";"07";6;772;95;103;561;72805
"16";"07";"01";"08";6;1550;187;178;1157;72805
"16";"07";"01";"09";6;3202;410;314;2447;72805
"16";"07";"01";"10";6;3532;529;409;2533;72805
"16";"07";"01";"11";6;3553;524;390;2574;72805
"16";"07";"01";"12";6;3145;481;443;2173;72805
"16";"07";"01";"13";6;3334;538;401;2326;72805
"16";"07";"01";"14";6;3805;619;561;2569;72805
"16";"07";"01";"15";6;3897;537;742;2541;72805
"16";"07";"01";"16";6;3629;544;463;2574;72805
"16";"07";"01";"17";6;3661;533;783;2286;72805
"16";"07";"01";"18";6;2774;447;291;1984;72805
"16";"07";"01";"19";6;2869;536;358;1941;72805
"16";"07";"01";"20";6;2774;499;367;1856;72805
"16";"07";"01";"21";6;3570;451;1177;1866;72805
"16";"07";"01";"22";6;2120;375;266;1448;72805
"16";"07";"01";"23";6;1789;363;243;1150;72805
"16";"07";"02";"00";7;1128;248;163;702;72805
"16";"07";"02";"01";7;743;166;109;456;72805
"16";"07";"02";"02";7;588;108;166;293;72805
"16";"07";"02";"03";7;272;52;44;171;72805
"16";"07";"02";"04";7;229;49;39;136;72805
"16";"07";"02";"05";7;184;25;30;129;72805
"16";"07";"02";"06";7;196;34;34;122;72805
"16";"07";"02";"07";7;453;74;70;297;72805
"16";"07";"02";"08";7;846;135;106;596;72805
"16";"07";"02";"09";7;4159;213;724;3156;72805
"16";"07";"02";"10";7;4389;341;704;3286;72805
"16";"07";"02";"11";7;2366;406;250;1677;72805
"16";"07";"02";"12";7;2131;365;259;1470;72805
"16";"07";"02";"13";7;2226;411;288;1491;72805
"16";"07";"02";"14";7;2174;419;238;1485;72805
"16";"07";"02";"15";7;2133;400;219;1479;72805
"16";"07";"02";"16";7;2098;409;244;1407;72805
"16";"07";"02";"17";7;2045;429;230;1354;72805
"16";"07";"02";"18";7;1972;347;229;1364;72805
"16";"07";"02";"19";7;2088;421;270;1364;72805
"16";"07";"02";"20";7;1949;373;217;1331;72805
"16";"07";"02";"21";7;2442;336;841;1215;72805
"16";"07";"02";"22";7;1488;256;181;1029;72805
"16";"07";"02";"23";7;1324;309;152;837;72805
"16";"07";"03";"00";1;900;242;104;536;72805
"16";"07";"03";"01";1;732;213;105;403;72805
"16";"07";"03";"02";1;496;101;121;263;72805
"16";"07";"03";"03";1;323;76;58;181;72805
"16";"07";"03";"04";1;216;39;43;128;72805
"16";"07";"03";"05";1;178;20;42;113;72805
"16";"07";"03";"06";1;116;16;23;76;72805
"16";"07";"03";"07";1;329;52;50;223;72805
"16";"07";"03";"08";1;566;78;75;406;72805
"16";"07";"03";"09";1;1154;158;129;848;72805
"16";"07";"03";"10";1;1579;238;209;1105;72805
"16";"07";"03";"11";1;1949;294;197;1422;72805
"16";"07";"03";"12";1;1844;311;220;1281;72805
"16";"07";"03";"13";1;1753;299;187;1225;72805
"16";"07";"03";"14";1;2049;359;247;1411;72805
"16";"07";"03";"15";1;1894;335;208;1319;72805
"16";"07";"03";"16";1;2043;346;223;1442;72805
"16";"07";"03";"17";1;1885;329;209;1314;72805
"16";"07";"03";"18";1;2238;383;246;1576;72805
"16";"07";"03";"19";1;2338;365;288;1642;72805
"16";"07";"03";"20";1;2524;403;261;1819;72805
"16";"07";"03";"21";1;3201;448;933;1756;72805
"16";"07";"03";"22";1;2300;342;253;1669;72805
"16";"07";"03";"23";1;1869;366;229;1246;72805
"16";"07";"04";"00";2;1138;239;130;747;72805
"16";"07";"04";"01";2;626;124;103;385;72805
"16";"07";"04";"02";2;464;79;134;242;72805
"16";"07";"04";"03";2;266;65;65;128;72805
"16";"07";"04";"04";2;214;48;42;120;72805
"16";"07";"04";"05";2;179;23;45;107;72805
"16";"07";"04";"06";2;219;56;30;133;72805
"16";"07";"04";"07";2;600;70;69;451;72805
"16";"07";"04";"08";2;1517;198;166;1126;72805
"16";"07";"04";"09";2;2837;368;301;2122;72805
"16";"07";"04";"10";2;3741;488;449;2749;72805
"16";"07";"04";"11";2;3963;545;455;2887;72805
"16";"07";"04";"12";2;3638;579;390;2606;72805
"16";"07";"04";"13";2;3974;651;428;2829;72805
"16";"07";"04";"14";2;4455;655;494;3218;72805
"16";"07";"04";"15";2;4104;623;486;2934;72805
"16";"07";"04";"16";2;4016;635;441;2860;72805
"16";"07";"04";"17";2;3922;649;430;2784;72805
"16";"07";"04";"18";2;3535;630;394;2455;72805
"16";"07";"04";"19";2;3170;532;357;2222;72805
"16";"07";"04";"20";2;3712;640;386;2626;72805
"16";"07";"04";"21";2;3683;599;367;2664;72805
"16";"07";"04";"22";2;3357;522;386;2393;72805
"16";"07";"04";"23";2;2427;433;302;1640;72805
"16";"07";"05";"00";3;1471;274;208;965;72805
"16";"07";"05";"01";3;777;151;126;480;72805
"16";"07";"05";"02";3;568;94;151;301;72805
"16";"07";"05";"03";3;325;82;68;170;72805
"16";"07";"05";"04";3;241;53;50;135;72805
"16";"07";"05";"05";3;191;46;49;89;72805
"16";"07";"05";"06";3;293;68;38;183;72805
"16";"07";"05";"07";3;724;132;78;501;72805
"16";"07";"05";"08";3;1753;249;201;1282;72805
"16";"07";"05";"09";3;3364;439;343;2521;72805
"16";"07";"05";"10";3;4080;554;702;2773;72805
"16";"07";"05";"11";3;4455;663;831;2902;72805
"16";"07";"05";"12";3;3691;660;413;2558;72805
"16";"07";"05";"13";3;3789;573;433;2713;72805
"16";"07";"05";"14";3;4214;681;462;3010;72805
"16";"07";"05";"15";3;4020;709;431;2811;72805
"16";"07";"05";"16";3;4123;636;472;2930;72805
"16";"07";"05";"17";3;3738;672;426;2578;72805
"16";"07";"05";"18";3;3390;560;383;2393;72805
"16";"07";"05";"19";3;3343;527;417;2339;72805
"16";"07";"05";"20";3;3567;530;384;2603;72805
"16";"07";"05";"21";3;3547;534;421;2524;72805
"16";"07";"05";"22";3;3421;557;406;2391;72805
"16";"07";"05";"23";3;2364;381;343;1603;72805
"16";"07";"06";"00";4;1442;272;199;944;72805
"16";"07";"06";"01";4;776;179;112;479;72805
"16";"07";"06";"02";4;515;94;147;265;72805
"16";"07";"06";"03";4;295;57;65;169;72805
"16";"07";"06";"04";4;245;61;54;123;72805
"16";"07";"06";"05";4;205;25;52;124;72805
"16";"07";"06";"06";4;249;59;35;152;72805
"16";"07";"06";"07";4;759;115;81;550;72805
"16";"07";"06";"08";4;1765;246;194;1292;72805
"16";"07";"06";"09";4;3223;436;302;2435;72805
"16";"07";"06";"10";4;3822;493;455;2801;72805
"16";"07";"06";"11";4;4079;651;430;2919;72805
"16";"07";"06";"12";4;3532;615;398;2454;72805
"16";"07";"06";"13";4;3835;639;452;2674;72805
"16";"07";"06";"14";4;4119;625;459;2981;72805
"16";"07";"06";"15";4;3817;663;421;2680;72805
"16";"07";"06";"16";4;3917;643;433;2756;72805
"16";"07";"06";"17";4;3565;541;401;2554;72805
"16";"07";"06";"18";4;3435;577;414;2384;72805
"16";"07";"06";"19";4;3273;552;436;2236;72805
"16";"07";"06";"20";4;3450;532;417;2430;72805
"16";"07";"06";"21";4;6343;526;924;4761;72805
"16";"07";"06";"22";4;6250;523;966;4645;72805
"16";"07";"06";"23";4;2989;426;470;2053;72805
"16";"07";"07";"00";5;1347;257;202;863;72805
"16";"07";"07";"01";5;827;153;151;499;72805
"16";"07";"07";"02";5;542;111;149;272;72805
"16";"07";"07";"03";5;262;40;53;165;72805
"16";"07";"07";"04";5;150;47;30;70;72805
"16";"07";"07";"05";5;266;39;67;155;72805
"16";"07";"07";"06";5;281;63;51;163;72805
"16";"07";"07";"07";5;697;101;84;498;72805
"16";"07";"07";"08";5;1696;269;186;1204;72805
"16";"07";"07";"09";5;3579;447;354;2661;72805
"16";"07";"07";"10";5;4012;590;456;2906;72805
"16";"07";"07";"11";5;3958;618;414;2864;72805
"16";"07";"07";"12";5;3464;547;401;2461;72805
"16";"07";"07";"13";5;3654;590;401;2601;72805
"16";"07";"07";"14";5;3858;556;400;2833;72805
"16";"07";"07";"15";5;3789;518;396;2801;72805
"16";"07";"07";"16";5;3747;565;415;2700;72805
"16";"07";"07";"17";5;3322;508;338;2427;72805
"16";"07";"07";"18";5;3111;467;348;2243;72805
"16";"07";"07";"19";5;3046;512;332;2145;72805
"16";"07";"07";"20";5;3081;493;343;2190;72805
"16";"07";"07";"21";5;6183;599;1055;4466;72805
"16";"07";"07";"22";5;5733;515;1388;3764;72805
"16";"07";"07";"23";5;5065;429;824;3755;72805
"16";"07";"08";"00";6;1400;261;204;904;72805
"16";"07";"08";"01";6;830;188;157;470;72805
"16";"07";"08";"02";6;521;100;117;297;72805
"16";"07";"08";"03";6;328;70;56;196;72805
"16";"07";"08";"04";6;219;32;52;132;72805
"16";"07";"08";"05";6;165;25;37;100;72805
"16";"07";"08";"06";6;291;55;41;192;72805
"16";"07";"08";"07";6;722;132;77;501;72805
"16";"07";"08";"08";6;1627;228;147;1226;72805
"16";"07";"08";"09";6;5405;348;713;4269;72805
"16";"07";"08";"10";6;6180;492;821;4794;72805
"16";"07";"08";"11";6;5076;563;592;3846;72805
"16";"07";"08";"12";6;3162;520;357;2234;72805
"16";"07";"08";"13";6;3445;541;388;2440;72805
"16";"07";"08";"14";6;3822;582;401;2785;72805
"16";"07";"08";"15";6;3724;599;380;2675;72805
"16";"07";"08";"16";6;3625;673;403;2482;72805
"16";"07";"08";"17";6;3147;534;337;2231;72805
"16";"07";"08";"18";6;2782;509;290;1946;72805
"16";"07";"08";"19";6;2844;473;300;2026;72805
"16";"07";"08";"20";6;2658;446;278;1885;72805
"16";"07";"08";"21";6;5366;456;991;3860;72805
"16";"07";"08";"22";6;5161;437;1497;3156;72805
"16";"07";"08";"23";6;4455;342;1235;2834;72805
"16";"07";"09";"00";7;1135;242;154;717;72805
"16";"07";"09";"01";7;781;207;126;435;72805
"16";"07";"09";"02";7;599;150;157;284;72805
"16";"07";"09";"03";7;308;83;47;171;72805
"16";"07";"09";"04";7;232;54;39;135;72805
"16";"07";"09";"05";7;204;38;30;129;72805
"16";"07";"09";"06";7;206;43;28;129;72805
"16";"07";"09";"07";7;463;76;93;287;72805
"16";"07";"09";"08";7;868;116;117;620;72805
"16";"07";"09";"09";7;3169;225;518;2379;72805
"16";"07";"09";"10";7;3844;338;555;2901;72805
"16";"07";"09";"11";7;4116;404;597;3054;72805
"16";"07";"09";"12";7;4011;391;542;3034;72805
"16";"07";"09";"13";7;2154;342;236;1541;72805
"16";"07";"09";"14";7;2256;363;275;1584;72805
"16";"07";"09";"15";7;2183;389;244;1510;72805
"16";"07";"09";"16";7;2045;373;237;1409;72805
"16";"07";"09";"17";7;2168;399;236;1506;72805
"16";"07";"09";"18";7;2090;404;221;1417;72805
"16";"07";"09";"19";7;2160;419;225;1486;72805
"16";"07";"09";"20";7;1885;334;230;1289;72805
"16";"07";"09";"21";7;4710;339;3089;1237;72805
"16";"07";"09";"22";7;1642;350;211;1054;72805
"16";"07";"09";"23";7;1328;283;150;870;72805
"16";"07";"10";"00";1;910;207;124;562;72805
"16";"07";"10";"01";1;736;145;139;437;72805
"16";"07";"10";"02";1;555;114;141;291;72805
"16";"07";"10";"03";1;309;66;70;168;72805
"16";"07";"10";"04";1;233;48;40;140;72805
"16";"07";"10";"05";1;169;19;31;116;72805
"16";"07";"10";"06";1;141;25;15;100;72805
"16";"07";"10";"07";1;310;48;53;207;72805
"16";"07";"10";"08";1;644;96;72;460;72805
"16";"07";"10";"09";1;4761;149;759;3792;72805
"16";"07";"10";"10";1;4931;227;739;3899;72805
"16";"07";"10";"11";1;2248;295;240;1683;72805
"16";"07";"10";"12";1;2222;341;264;1582;72805
"16";"07";"10";"13";1;2143;378;245;1485;72805
"16";"07";"10";"14";1;2263;377;234;1619;72805
"16";"07";"10";"15";1;2203;385;229;1546;72805
"16";"07";"10";"16";1;2159;389;253;1478;72805
"16";"07";"10";"17";1;2282;359;276;1615;72805
"16";"07";"10";"18";1;2375;386;240;1711;72805
"16";"07";"10";"19";1;2737;465;268;1960;72805
"16";"07";"10";"20";1;2779;448;269;2028;72805
"16";"07";"10";"21";1;5047;448;2404;2147;72805
"16";"07";"10";"22";1;2830;377;299;2115;72805
"16";"07";"10";"23";1;2295;381;248;1619;72805
"16";"07";"11";"00";2;1239;242;158;817;72805
"16";"07";"11";"01";2;714;166;119;413;72805
"16";"07";"11";"02";2;461;77;131;235;72805
"16";"07";"11";"03";2;274;64;47;156;72805
"16";"07";"11";"04";2;186;50;34;101;72805
"16";"07";"11";"05";2;148;21;35;90;72805
"16";"07";"11";"06";2;228;46;44;136;72805
"16";"07";"11";"07";2;618;75;89;444;72805
"16";"07";"11";"08";2;1670;222;173;1242;72805
"16";"07";"11";"09";2;6574;467;848;5168;72805
"16";"07";"11";"10";2;7418;526;1085;5681;72805
"16";"07";"11";"11";2;4457;652;506;3218;72805
"16";"07";"11";"12";2;3960;570;528;2788;72805
"16";"07";"11";"13";2;4170;622;480;2987;72805
"16";"07";"11";"14";2;4859;729;579;3434;72805
"16";"07";"11";"15";2;4835;689;460;3614;72805
"16";"07";"11";"16";2;4477;762;507;3136;72805
"16";"07";"11";"17";2;4215;679;435;3042;72805
"16";"07";"11";"18";2;3900;575;460;2795;72805
"16";"07";"11";"19";2;3972;638;461;2824;72805
"16";"07";"11";"20";2;4207;577;510;3047;72805
"16";"07";"11";"21";2;7961;679;1723;5476;72805
"16";"07";"11";"22";2;7588;618;1860;4999;72805
"16";"07";"11";"23";2;4097;442;761;2831;72805
"16";"07";"12";"00";3;1498;265;238;976;72805
"16";"07";"12";"01";3;875;168;169;515;72805
"16";"07";"12";"02";3;587;106;158;315;72805
"16";"07";"12";"03";3;335;70;63;195;72805
"16";"07";"12";"04";3;195;21;41;128;72805
"16";"07";"12";"05";3;205;27;42;129;72805
"16";"07";"12";"06";3;306;64;49;189;72805
"16";"07";"12";"07";3;840;130;98;600;72805
"16";"07";"12";"08";3;1951;290;215;1407;72805
"16";"07";"12";"09";3;7441;441;979;5917;72805
"16";"07";"12";"10";3;6964;586;908;5377;72805
"16";"07";"12";"11";3;4551;650;455;3349;72805
"16";"07";"12";"12";3;3881;647;464;2725;72805
"16";"07";"12";"13";3;4298;773;445;3010;72805
"16";"07";"12";"14";3;4508;735;490;3199;72805
"16";"07";"12";"15";3;4640;782;494;3269;72805
"16";"07";"12";"16";3;4368;741;438;3117;72805
"16";"07";"12";"17";3;3977;672;425;2811;72805
"16";"07";"12";"18";3;3730;601;388;2695;72805
"16";"07";"12";"19";3;3783;660;372;2687;72805
"16";"07";"12";"20";3;3655;595;381;2619;72805
"16";"07";"12";"21";3;8081;627;2335;5037;72805
"16";"07";"12";"22";3;8164;566;1898;5610;72805
"16";"07";"12";"23";3;3412;476;802;2089;72805
"16";"07";"13";"00";4;1612;329;213;1039;72805
"16";"07";"13";"01";4;897;225;114;528;72805
"16";"07";"13";"02";4;610;112;132;349;72805
"16";"07";"13";"03";4;394;88;79;213;72805
"16";"07";"13";"04";4;259;45;52;159;72805
"16";"07";"13";"05";4;248;45;41;155;72805
"16";"07";"13";"06";4;306;64;44;196;72805
"16";"07";"13";"07";4;818;151;84;571;72805
"16";"07";"13";"08";4;1973;315;193;1426;72805
"16";"07";"13";"09";4;7438;439;1103;5798;72805
"16";"07";"13";"10";4;8873;675;1197;6865;72805
"16";"07";"13";"11";4;4770;732;486;3486;72805
"16";"07";"13";"12";4;3994;701;442;2779;72805
"16";"07";"13";"13";4;4584;725;719;3066;72805
"16";"07";"13";"14";4;4649;662;540;3359;72805
"16";"07";"13";"15";4;4355;709;455;3119;72805
"16";"07";"13";"16";4;4330;727;436;3099;72805
"16";"07";"13";"17";4;3922;638;415;2811;72805
"16";"07";"13";"18";4;3658;658;421;2521;72805
"16";"07";"13";"19";4;3533;654;361;2442;72805
"16";"07";"13";"20";4;3638;606;388;2583;72805
"16";"07";"13";"21";4;7919;623;2448;4770;72805
"16";"07";"13";"22";4;7528;551;2280;4616;72805
"16";"07";"13";"23";4;2581;490;275;1762;72805
"16";"07";"14";"00";5;1437;290;153;947;72805
"16";"07";"14";"01";5;955;240;151;546;72805
"16";"07";"14";"02";5;600;129;162;304;72805
"16";"07";"14";"03";5;348;95;56;188;72805
"16";"07";"14";"04";5;262;68;42;147;72805
"16";"07";"14";"05";5;214;40;31;136;72805
"16";"07";"14";"06";5;281;74;36;168;72805
"16";"07";"14";"07";5;794;145;96;534;72805
"16";"07";"14";"08";5;1730;213;191;1301;72805
"16";"07";"14";"09";5;6930;391;899;5564;72805
"16";"07";"14";"10";5;6199;544;780;4788;72805
"16";"07";"14";"11";5;4159;600;461;3008;72805
"16";"07";"14";"12";5;4132;618;785;2651;72805
"16";"07";"14";"13";5;4007;672;476;2798;72805
"16";"07";"14";"14";5;4258;714;447;3013;72805
"16";"07";"14";"15";5;4056;661;411;2897;72805
"16";"07";"14";"16";5;3899;619;425;2777;72805
"16";"07";"14";"17";5;3944;712;408;2766;72805
"16";"07";"14";"18";5;3402;595;342;2406;72805
"16";"07";"14";"19";5;3144;523;316;2244;72805
"16";"07";"14";"20";5;3356;586;371;2340;72805
"16";"07";"14";"21";5;6471;695;3190;2520;72805
"16";"07";"14";"22";5;3190;518;321;2304;72805
"16";"07";"14";"23";5;2450;419;272;1713;72805
"16";"07";"15";"00";6;1411;265;203;904;72805
"16";"07";"15";"01";6;886;233;117;513;72805
"16";"07";"15";"02";6;631;135;150;327;72805
"16";"07";"15";"03";6;338;83;65;178;72805
"16";"07";"15";"04";6;211;43;44;120;72805
"16";"07";"15";"05";6;220;39;44;134;72805
"16";"07";"15";"06";6;243;45;35;152;72805
"16";"07";"15";"07";6;743;105;95;536;72805
"16";"07";"15";"08";6;1662;226;183;1228;72805
"16";"07";"15";"09";6;6870;410;946;5437;72805
"16";"07";"15";"10";6;6346;464;852;4941;72805
"16";"07";"15";"11";6;3790;593;403;2727;72805
"16";"07";"15";"12";6;3353;535;383;2371;72805
"16";"07";"15";"13";6;3736;672;381;2601;72805
"16";"07";"15";"14";6;3783;652;424;2641;72805
"16";"07";"15";"15";6;3942;667;405;2808;72805
"16";"07";"15";"16";6;3893;647;403;2773;72805
"16";"07";"15";"17";6;3260;548;367;2284;72805
"16";"07";"15";"18";6;3192;531;328;2284;72805
"16";"07";"15";"19";6;2986;506;335;2105;72805
"16";"07";"15";"20";6;2847;531;291;1967;72805
"16";"07";"15";"21";6;4724;549;2154;1970;72805
"16";"07";"15";"22";6;2412;451;267;1654;72805
"16";"07";"15";"23";6;1785;323;231;1203;72805
"16";"07";"16";"00";7;1286;269;208;792;72805
"16";"07";"16";"01";7;752;201;138;401;72805
"16";"07";"16";"02";7;623;135;163;314;72805
"16";"07";"16";"03";7;369;62;73;226;72805
"16";"07";"16";"04";7;248;44;58;140;72805
"16";"07";"16";"05";7;244;28;42;169;72805
"16";"07";"16";"06";7;230;59;29;138;72805
"16";"07";"16";"07";7;433;69;57;299;72805
"16";"07";"16";"08";7;926;142;127;643;72805
"16";"07";"16";"09";7;5199;245;711;4183;72805
"16";"07";"16";"10";7;5080;349;688;3984;72805
"16";"07";"16";"11";7;2505;377;255;1832;72805
"16";"07";"16";"12";7;2277;423;207;1600;72805
"16";"07";"16";"13";7;2340;390;260;1640;72805
"16";"07";"16";"14";7;2327;427;258;1611;72805
"16";"07";"16";"15";7;2264;460;224;1543;72805
"16";"07";"16";"16";7;2177;406;216;1518;72805
"16";"07";"16";"17";7;2138;367;240;1497;72805
"16";"07";"16";"18";7;2126;417;206;1472;72805
"16";"07";"16";"19";7;2152;429;213;1469;72805
"16";"07";"16";"20";7;2050;387;232;1403;72805
"16";"07";"16";"21";7;3983;352;2130;1449;72805
"16";"07";"16";"22";7;1675;329;178;1137;72805
"16";"07";"16";"23";7;1373;301;153;894;72805
"16";"07";"17";"00";1;980;247;133;577;72805
"16";"07";"17";"01";1;735;195;116;403;72805
"16";"07";"17";"02";1;554;107;154;282;72805
"16";"07";"17";"03";1;347;80;54;208;72805
"16";"07";"17";"04";1;215;18;44;148;72805
"16";"07";"17";"05";1;193;40;35;115;72805
"16";"07";"17";"06";1;164;48;38;76;72805
"16";"07";"17";"07";1;336;46;46;239;72805
"16";"07";"17";"08";1;553;69;74;398;72805
"16";"07";"17";"09";1;5728;135;887;4654;72805
"16";"07";"17";"10";1;2334;206;372;1722;72805
"16";"07";"17";"11";1;1863;282;170;1377;72805
"16";"07";"17";"12";1;1884;304;201;1352;72805
"16";"07";"17";"13";1;1774;347;177;1230;72805
"16";"07";"17";"14";1;1978;363;197;1386;72805
"16";"07";"17";"15";1;1909;330;195;1355;72805
"16";"07";"17";"16";1;1836;301;185;1313;72805
"16";"07";"17";"17";1;1964;410;205;1318;72805
"16";"07";"17";"18";1;2173;332;211;1593;72805
"16";"07";"17";"19";1;2299;404;217;1636;72805
"16";"07";"17";"20";1;2334;368;217;1713;72805
"16";"07";"17";"21";1;4952;372;2150;2375;72805
"16";"07";"17";"22";1;2294;366;268;1623;72805
"16";"07";"17";"23";1;1609;318;148;1123;72805
"16";"07";"18";"00";2;1003;168;141;671;72805
"16";"07";"18";"01";2;618;150;88;369;72805
"16";"07";"18";"02";2;564;93;200;258;72805
"16";"07";"18";"03";2;298;28;67;198;72805
"16";"07";"18";"04";2;214;33;47;121;72805
"16";"07";"18";"05";2;171;32;33;101;72805
"16";"07";"18";"06";2;185;30;26;127;72805
"16";"07";"18";"07";2;563;70;59;425;72805
"16";"07";"18";"08";2;1476;222;140;1093;72805
"16";"07";"18";"09";2;6677;316;951;5325;72805
"16";"07";"18";"10";2;5177;482;697;3919;72805
"16";"07";"18";"11";2;3947;549;396;2922;72805
"16";"07";"18";"12";2;3437;491;387;2522;72805
"16";"07";"18";"13";2;3869;576;399;2828;72805
"16";"07";"18";"14";2;4204;627;432;3064;72805
"16";"07";"18";"15";2;4189;620;446;3046;72805
"16";"07";"18";"16";2;4163;675;434;2972;72805
"16";"07";"18";"17";2;3745;534;409;2733;72805
"16";"07";"18";"18";2;3521;589;364;2523;72805
"16";"07";"18";"19";2;3533;542;417;2509;72805
"16";"07";"18";"20";2;3516;572;406;2486;72805
"16";"07";"18";"21";2;6462;539;2345;3488;72805
"16";"07";"18";"22";2;3307;567;326;2364;72805
"16";"07";"18";"23";2;2314;404;278;1588;72805
"16";"07";"19";"00";3;1281;236;198;814;72805
"16";"07";"19";"01";3;789;180;124;464;72805
"16";"07";"19";"02";3;553;89;188;265;72805
"16";"07";"19";"03";3;277;81;50;143;72805
"16";"07";"19";"04";3;201;33;47;117;72805
"16";"07";"19";"05";3;173;15;34;122;72805
"16";"07";"19";"06";3;224;42;28;148;72805
"16";"07";"19";"07";3;688;100;76;499;72805
"16";"07";"19";"08";3;1595;210;185;1169;72805
"16";"07";"19";"09";3;6951;374;1027;5467;72805
"16";"07";"19";"10";3;5731;522;772;4352;72805
"16";"07";"19";"11";3;3904;520;399;2919;72805
"16";"07";"19";"12";3;3712;573;429;2652;72805
"16";"07";"19";"13";3;3790;546;385;2804;72805
"16";"07";"19";"14";3;3870;570;442;2786;72805
"16";"07";"19";"15";3;3846;611;376;2786;72805
"16";"07";"19";"16";3;3651;523;382;2670;72805
"16";"07";"19";"17";3;3588;508;399;2614;72805
"16";"07";"19";"18";3;3222;513;353;2301;72805
"16";"07";"19";"19";3;3460;555;393;2439;72805
"16";"07";"19";"20";3;3631;587;418;2573;72805
"16";"07";"19";"21";3;6074;566;2364;3071;72805
"16";"07";"19";"22";3;3154;511;347;2249;72805
"16";"07";"19";"23";3;2287;370;267;1615;72805
"16";"07";"20";"00";4;1338;240;170;903;72805
"16";"07";"20";"01";4;723;135;101;463;72805
"16";"07";"20";"02";4;619;86;204;325;72805
"16";"07";"20";"03";4;293;45;47;196;72805
"16";"07";"20";"04";4;255;49;59;141;72805
"16";"07";"20";"05";4;224;25;57;138;72805
"16";"07";"20";"06";4;263;51;42;167;72805
"16";"07";"20";"07";4;677;88;78;495;72805
"16";"07";"20";"08";4;1751;240;177;1301;72805
"16";"07";"20";"09";4;6902;368;1086;5350;72805
"16";"07";"20";"10";4;5943;495;840;4511;72805
"16";"07";"20";"11";4;4074;547;446;3019;72805
"16";"07";"20";"12";4;3745;539;397;2742;72805
"16";"07";"20";"13";4;3795;594;433;2697;72805
"16";"07";"20";"14";4;4170;644;451;2998;72805
"16";"07";"20";"15";4;4144;612;459;3004;72805
"16";"07";"20";"16";4;4070;678;425;2892;72805
"16";"07";"20";"17";4;3828;610;401;2737;72805
"16";"07";"20";"18";4;3439;598;368;2408;72805
"16";"07";"20";"19";4;3292;546;365;2326;72805
"16";"07";"20";"20";4;3290;512;349;2381;72805
"16";"07";"20";"21";4;6331;546;2577;3136;72805
"16";"07";"20";"22";4;3121;479;338;2255;72805
"16";"07";"20";"23";4;2372;428;257;1661;72805
"16";"07";"21";"00";5;1290;264;184;823;72805
"16";"07";"21";"01";5;853;279;110;446;72805
"16";"07";"21";"02";5;620;136;178;300;72805
"16";"07";"21";"03";5;292;48;79;158;72805
"16";"07";"21";"04";5;191;35;44;106;72805
"16";"07";"21";"05";5;222;38;39;135;72805
"16";"07";"21";"06";5;275;62;34;177;72805
"16";"07";"21";"07";5;608;77;64;455;72805
"16";"07";"21";"08";5;1630;246;173;1189;72805
"16";"07";"21";"09";5;6882;337;912;5538;72805
"16";"07";"21";"10";5;4870;459;623;3710;72805
"16";"07";"21";"11";5;4436;588;777;2990;72805
"16";"07";"21";"12";5;3520;607;382;2457;72805
"16";"07";"21";"13";5;3806;639;408;2693;72805
"16";"07";"21";"14";5;3895;565;437;2775;72805
"16";"07";"21";"15";5;4010;582;431;2914;72805
"16";"07";"21";"16";5;3781;645;381;2684;72805
"16";"07";"21";"17";5;3624;620;385;2558;72805
"16";"07";"21";"18";5;3166;570;362;2190;72805
"16";"07";"21";"19";5;3106;546;356;2148;72805
"16";"07";"21";"20";5;3194;582;355;2198;72805
"16";"07";"21";"21";5;6148;503;2435;3127;72805
"16";"07";"21";"22";5;2908;473;319;2071;72805
"16";"07";"21";"23";5;2175;451;252;1415;72805
"16";"07";"22";"00";6;1335;295;179;836;72805
"16";"07";"22";"01";6;694;139;107;423;72805
"16";"07";"22";"02";6;591;131;182;268;72805
"16";"07";"22";"03";6;317;46;72;187;72805
"16";"07";"22";"04";6;233;32;48;147;72805
"16";"07";"22";"05";6;202;24;41;124;72805
"16";"07";"22";"06";6;254;46;41;163;72805
"16";"07";"22";"07";6;665;81;96;477;72805
"16";"07";"22";"08";6;1472;205;167;1081;72805
"16";"07";"22";"09";6;6365;336;938;5010;72805
"16";"07";"22";"10";6;5847;492;814;4447;72805
"16";"07";"22";"11";6;3695;520;394;2717;72805
"16";"07";"22";"12";6;3302;512;364;2372;72805
"16";"07";"22";"13";6;3403;556;386;2394;72805
"16";"07";"22";"14";6;3694;555;404;2682;72805
"16";"07";"22";"15";6;3506;569;365;2496;72805
"16";"07";"22";"16";6;3760;604;363;2741;72805
"16";"07";"22";"17";6;3262;539;320;2343;72805
"16";"07";"22";"18";6;2843;491;306;2006;72805
"16";"07";"22";"19";6;2617;469;307;1795;72805
"16";"07";"22";"20";6;2510;447;270;1749;72805
"16";"07";"22";"21";6;4708;411;2165;2069;72805
"16";"07";"22";"22";6;2079;355;238;1440;72805
