"ANO";"MES";"DIA";"HORA";"DIA_DA_SEMANA";"QTD";"QTD_NEGADA";"QTD_NEG_OP";"QTD_APROVADA";"QTD_CREDITOR_DISTINCT"
"17";"07";"18";"00";3;1514;293;175;1011;91749
"17";"07";"18";"01";3;918;195;139;568;91749
"17";"07";"18";"02";3;549;116;109;306;91749
"17";"07";"18";"03";3;335;71;60;194;91749
"17";"07";"18";"04";3;263;41;42;173;91749
"17";"07";"18";"05";3;199;18;27;151;91749
"17";"07";"18";"06";3;307;39;26;235;91749
"17";"07";"18";"07";3;815;67;91;646;91749
"17";"07";"18";"08";3;2014;211;192;1581;91749
"17";"07";"18";"09";3;6358;360;1434;4455;91749
"17";"07";"18";"10";3;5361;457;730;4086;91749
"17";"07";"18";"11";3;4523;508;404;3534;91749
"17";"07";"18";"12";3;4157;512;394;3168;91749
"17";"07";"18";"13";3;4459;567;385;3417;91749
"17";"07";"18";"14";3;4848;615;431;3717;91749
"17";"07";"18";"15";3;5533;568;449;4434;91749
"17";"07";"18";"16";3;4715;551;453;3630;91749
"17";"07";"18";"17";3;4362;468;418;3397;91749
"17";"07";"18";"18";3;3971;471;340;3084;91749
"17";"07";"18";"19";3;3942;499;383;2985;91749
"17";"07";"18";"20";3;3988;477;405;3038;91749
"17";"07";"18";"21";3;4437;508;546;3316;91749
"17";"07";"18";"22";3;4108;500;634;2917;91749
"17";"07";"18";"23";3;2464;350;230;1835;91749
"17";"07";"19";"00";4;1397;228;186;946;91749
"17";"07";"19";"01";4;857;136;131;567;91749
"17";"07";"19";"02";4;627;148;118;334;91749
"17";"07";"19";"03";4;320;52;64;200;91749
"17";"07";"19";"04";4;274;31;46;193;91749
"17";"07";"19";"05";4;253;37;37;175;91749
"17";"07";"19";"06";4;332;44;38;245;91749
"17";"07";"19";"07";4;773;93;80;585;91749
"17";"07";"19";"08";4;1933;177;173;1554;91749
"17";"07";"19";"09";4;5995;299;844;4751;91749
"17";"07";"19";"10";4;6863;375;882;5490;91749
"17";"07";"19";"11";4;7377;482;934;5836;91749
"17";"07";"19";"12";4;6856;475;894;5361;91749
"17";"07";"19";"13";4;6290;577;775;4830;91749
"17";"07";"19";"14";4;4629;559;432;3563;91749
"17";"07";"19";"15";4;4694;602;415;3603;91749
"17";"07";"19";"16";4;4524;559;388;3502;91749
"17";"07";"19";"17";4;4204;554;359;3217;91749
"17";"07";"19";"18";4;3881;484;344;2993;91749
"17";"07";"19";"19";4;3886;544;377;2889;91749
"17";"07";"19";"20";4;3840;532;356;2878;91749
"17";"07";"19";"21";4;6935;553;2116;4171;91749
"17";"07";"19";"22";4;4041;491;745;2736;91749
"17";"07";"19";"23";4;2603;412;275;1861;91749
"17";"07";"20";"00";5;1533;273;219;1006;91749
"17";"07";"20";"01";5;946;179;154;583;91749
"17";"07";"20";"02";5;569;76;102;377;91749
"17";"07";"20";"03";5;356;50;57;236;91749
"17";"07";"20";"04";5;260;23;52;177;91749
"17";"07";"20";"05";5;241;35;41;162;91749
"17";"07";"20";"06";5;239;32;32;170;91749
"17";"07";"20";"07";5;738;66;89;572;91749
"17";"07";"20";"08";5;1837;165;186;1456;91749
"17";"07";"20";"09";5;5737;346;1747;3573;91749
"17";"07";"20";"10";5;6558;412;1249;4827;91749
"17";"07";"20";"11";5;6839;496;1151;5071;91749
"17";"07";"20";"12";5;4570;523;618;3357;91749
"17";"07";"20";"13";5;4084;498;392;3141;91749
"17";"07";"20";"14";5;4379;483;422;3401;91749
"17";"07";"20";"15";5;4353;513;394;3374;91749
"17";"07";"20";"16";5;4244;551;395;3216;91749
"17";"07";"20";"17";5;3922;540;352;2955;91749
"17";"07";"20";"18";5;3511;453;316;2691;91749
"17";"07";"20";"19";5;3363;415;341;2549;91749
"17";"07";"20";"20";5;3498;503;350;2589;91749
"17";"07";"20";"21";5;6329;437;2987;2835;91749
"17";"07";"20";"22";5;3702;415;652;2571;91749
"17";"07";"20";"23";5;2366;372;215;1726;91749
"17";"07";"21";"00";6;1554;260;203;1051;91749
"17";"07";"21";"01";6;935;171;137;591;91749
"17";"07";"21";"02";6;635;103;115;394;91749
"17";"07";"21";"03";6;409;47;74;277;91749
"17";"07";"21";"04";6;288;39;47;196;91749
"17";"07";"21";"05";6;258;23;43;189;91749
"17";"07";"21";"06";6;326;46;35;241;91749
"17";"07";"21";"07";6;749;69;101;561;91749
"17";"07";"21";"08";6;1811;180;192;1406;91749
"17";"07";"21";"09";6;6268;315;2214;3643;91749
"17";"07";"21";"10";6;7096;443;1744;4815;91749
"17";"07";"21";"11";6;7071;499;1184;5287;91749
"17";"07";"21";"12";6;3738;469;344;2840;91749
"17";"07";"21";"13";6;4038;528;348;3087;91749
"17";"07";"21";"14";6;4291;544;371;3288;91749
"17";"07";"21";"15";6;4293;550;388;3269;91749
"17";"07";"21";"16";6;4096;526;382;3127;91749
"17";"07";"21";"17";6;3680;433;378;2810;91749
"17";"07";"21";"18";6;3255;426;312;2457;91749
"17";"07";"21";"19";6;3063;386;293;2320;91749
"17";"07";"21";"20";6;2832;395;269;2122;91749
"17";"07";"21";"21";6;5661;365;2634;2594;91749
"17";"07";"21";"22";6;2493;344;232;1883;91749
"17";"07";"21";"23";6;1855;279;179;1356;91749
"17";"07";"22";"00";7;1390;253;190;930;91749
"17";"07";"22";"01";7;865;163;134;545;91749
"17";"07";"22";"02";7;554;89;96;352;91749
"17";"07";"22";"03";7;411;67;72;258;91749
"17";"07";"22";"04";7;260;36;46;173;91749
"17";"07";"22";"05";7;242;22;44;173;91749
"17";"07";"22";"06";7;271;41;53;174;91749
"17";"07";"22";"07";7;621;70;83;452;91749
"17";"07";"22";"08";7;1125;124;115;870;91749
"17";"07";"22";"09";7;5426;208;2150;2986;91749
"17";"07";"22";"10";7;5804;294;1219;4178;91749
"17";"07";"22";"11";7;3873;389;641;2767;91749
"17";"07";"22";"12";7;2545;319;236;1953;91749
"17";"07";"22";"13";7;2582;371;242;1916;91749
"17";"07";"22";"14";7;2644;369;240;1977;91749
"17";"07";"22";"15";7;2434;359;221;1822;91749
"17";"07";"22";"16";7;2302;305;216;1737;91749
"17";"07";"22";"17";7;2287;324;238;1695;91749
"17";"07";"22";"18";7;2327;289;235;1766;91749
"17";"07";"22";"19";7;2224;284;183;1702;91749
"17";"07";"22";"20";7;2106;267;181;1606;91749
"17";"07";"22";"21";7;4032;283;2259;1446;91749
"17";"07";"22";"22";7;1767;298;179;1244;91749
"17";"07";"22";"23";7;1403;244;160;966;91749
"17";"07";"23";"00";1;1038;198;125;693;91749
"17";"07";"23";"01";1;752;149;114;472;91749
"17";"07";"23";"02";1;513;74;94;335;91749
"17";"07";"23";"03";1;443;96;85;245;91749
"17";"07";"23";"04";1;311;46;47;205;91749
"17";"07";"23";"05";1;250;19;46;182;91749
"17";"07";"23";"06";1;178;22;26;127;91749
"17";"07";"23";"07";1;406;42;63;288;91749
"17";"07";"23";"08";1;670;82;72;505;91749
"17";"07";"23";"09";1;3456;116;2203;1102;91749
"17";"07";"23";"10";1;1927;191;264;1440;91749
"17";"07";"23";"11";1;2060;242;212;1573;91749
"17";"07";"23";"12";1;2113;252;214;1614;91749
"17";"07";"23";"13";1;1944;251;180;1490;91749
"17";"07";"23";"14";1;2113;281;218;1582;91749
"17";"07";"23";"15";1;2075;316;213;1512;91749
"17";"07";"23";"16";1;2119;304;211;1573;91749
"17";"07";"23";"17";1;2076;283;197;1558;91749
"17";"07";"23";"18";1;2395;334;211;1816;91749
"17";"07";"23";"19";1;2412;306;228;1835;91749
"17";"07";"23";"20";1;2663;353;219;2049;91749
"17";"07";"23";"21";1;3650;342;1237;2021;91749
"17";"07";"23";"22";1;2427;261;226;1903;91749
"17";"07";"23";"23";1;1940;277;205;1418;91749
"17";"07";"24";"00";2;1295;213;147;908;91749
"17";"07";"24";"01";2;721;149;115;442;91749
"17";"07";"24";"02";2;519;127;85;295;91749
"17";"07";"24";"03";2;308;48;69;181;91749
"17";"07";"24";"04";2;226;61;28;128;91749
"17";"07";"24";"05";2;219;37;32;137;91749
"17";"07";"24";"06";2;248;46;33;152;91749
"17";"07";"24";"07";2;687;65;97;510;91749
"17";"07";"24";"08";2;1734;177;154;1380;91749
"17";"07";"24";"09";2;4215;310;1248;2601;91749
"17";"07";"24";"10";2;4513;400;470;3557;91749
"17";"07";"24";"11";2;4574;461;395;3644;91749
"17";"07";"24";"12";2;4312;498;355;3360;91749
"17";"07";"24";"13";2;4634;539;395;3643;91749
"17";"07";"24";"14";2;4956;583;454;3838;91749
"17";"07";"24";"15";2;4874;530;413;3846;91749
"17";"07";"24";"16";2;4691;548;420;3643;91749
"17";"07";"24";"17";2;4484;538;413;3472;91749
"17";"07";"24";"18";2;4181;596;387;3130;91749
"17";"07";"24";"19";2;4087;547;355;3123;91749
"17";"07";"24";"20";2;4235;526;395;3239;91749
"17";"07";"24";"21";2;4795;518;757;3424;91749
"17";"07";"24";"22";2;3902;574;369;2900;91749
"17";"07";"24";"23";2;2650;400;262;1939;91749
"17";"07";"25";"00";3;1571;338;168;1023;91749
"17";"07";"25";"01";3;961;205;142;593;91749
"17";"07";"25";"02";3;601;121;123;338;91749
"17";"07";"25";"03";3;413;92;71;230;91749
"17";"07";"25";"04";3;271;46;52;162;91749
"17";"07";"25";"05";3;226;25;42;154;91749
"17";"07";"25";"06";3;291;34;30;220;91749
"17";"07";"25";"07";3;886;99;91;681;91749
"17";"07";"25";"08";3;1983;186;181;1576;91749
"17";"07";"25";"09";3;7060;391;1109;5443;91749
"17";"07";"25";"10";3;7036;450;1002;5454;91749
"17";"07";"25";"11";3;8029;567;1193;6125;91749
"17";"07";"25";"12";3;6789;639;977;5027;91749
"17";"07";"25";"13";3;4351;515;381;3383;91749
"17";"07";"25";"14";3;4591;533;431;3541;91749
"17";"07";"25";"15";3;4800;594;398;3742;91749
"17";"07";"25";"16";3;4582;612;417;3461;91749
"17";"07";"25";"17";3;4637;620;447;3485;91749
"17";"07";"25";"18";3;3832;495;377;2876;91749
"17";"07";"25";"19";3;3886;610;349;2853;91749
"17";"07";"25";"20";3;3917;530;330;2989;91749
"17";"07";"25";"21";3;7003;572;1347;4963;91749
"17";"07";"25";"22";3;7012;497;1766;4647;91749
"17";"07";"25";"23";3;5160;376;1263;3446;91749
"17";"07";"26";"00";4;1711;319;229;1126;91749
"17";"07";"26";"01";4;883;151;139;561;91749
"17";"07";"26";"02";4;625;121;124;373;91749
"17";"07";"26";"03";4;394;115;55;219;91749
"17";"07";"26";"04";4;260;56;54;145;91749
"17";"07";"26";"05";4;290;50;37;196;91749
"17";"07";"26";"06";4;358;56;56;237;91749
"17";"07";"26";"07";4;861;94;96;649;91749
"17";"07";"26";"08";4;1986;193;196;1557;91749
"17";"07";"26";"09";4;6741;325;1346;4951;91749
"17";"07";"26";"10";4;7607;462;2598;4425;91749
"17";"07";"26";"11";4;7211;532;1575;4981;91749
"17";"07";"26";"12";4;4095;545;373;3101;91749
"17";"07";"26";"13";4;4407;499;415;3431;91749
"17";"07";"26";"14";4;4477;561;391;3438;91749
"17";"07";"26";"15";4;4684;533;378;3684;91749
"17";"07";"26";"16";4;4387;502;404;3400;91749
"17";"07";"26";"17";4;3958;512;390;3001;91749
"17";"07";"26";"18";4;3577;536;327;2663;91749
"17";"07";"26";"19";4;3578;494;329;2676;91749
"17";"07";"26";"20";4;3639;465;324;2796;91749
"17";"07";"26";"21";4;7343;454;3508;3301;91749
"17";"07";"26";"22";4;4449;447;1326;2626;91749
"17";"07";"26";"23";4;2483;384;270;1774;91749
"17";"07";"27";"00";5;1592;287;196;1072;91749
"17";"07";"27";"01";5;827;162;127;512;91749
"17";"07";"27";"02";5;632;99;172;343;91749
"17";"07";"27";"03";5;354;46;74;223;91749
"17";"07";"27";"04";5;235;55;42;129;91749
"17";"07";"27";"05";5;232;33;37;158;91749
"17";"07";"27";"06";5;311;47;53;202;91749
"17";"07";"27";"07";5;844;98;102;630;91749
"17";"07";"27";"08";5;1876;143;211;1484;91749
"17";"07";"27";"09";5;6766;283;2097;4291;91749
"17";"07";"27";"10";5;7693;412;2380;4795;91749
"17";"07";"27";"11";5;7614;422;1885;5181;91749
"17";"07";"27";"12";5;2273;219;216;1787;91749
"17";"07";"27";"13";5;2044;167;195;1612;91749
"17";"07";"27";"14";5;7443;2729;476;4114;91749
"17";"07";"27";"15";5;4534;531;410;3486;91749
"17";"07";"27";"16";5;4379;487;384;3424;91749
"17";"07";"27";"17";5;4185;465;391;3250;91749
"17";"07";"27";"18";5;3527;442;358;2668;91749
"17";"07";"27";"19";5;3519;414;326;2717;91749
"17";"07";"27";"20";5;3613;472;335;2762;91749
"17";"07";"27";"21";5;6185;405;2753;2954;91749
"17";"07";"27";"22";5;3090;396;310;2303;91749
"17";"07";"27";"23";5;2411;333;243;1781;91749
"17";"07";"28";"00";6;1509;235;197;1047;91749
"17";"07";"28";"01";6;816;139;138;512;91749
"17";"07";"28";"02";6;753;98;240;394;91749
"17";"07";"28";"03";6;412;79;65;251;91749
"17";"07";"28";"04";6;288;56;58;163;91749
"17";"07";"28";"05";6;271;46;52;164;91749
"17";"07";"28";"06";6;297;35;34;219;91749
"17";"07";"28";"07";6;759;54;108;578;91749
"17";"07";"28";"08";6;1861;143;192;1496;91749
"17";"07";"28";"09";6;6736;263;2108;4289;91749
"17";"07";"28";"10";6;6834;376;1469;4888;91749
"17";"07";"28";"11";6;6075;437;1008;4514;91749
"17";"07";"28";"12";6;3673;409;326;2872;91749
"17";"07";"28";"13";6;3923;425;382;3044;91749
"17";"07";"28";"14";6;4315;495;389;3355;91749
"17";"07";"28";"15";6;4211;488;365;3272;91749
"17";"07";"28";"16";6;4024;493;387;3075;91749
"17";"07";"28";"17";6;3776;461;334;2913;91749
"17";"07";"28";"18";6;3439;463;306;2602;91749
"17";"07";"28";"19";6;3059;432;262;2309;91749
"17";"07";"28";"20";6;2826;341;257;2175;91749
"17";"07";"28";"21";6;5111;373;2557;2112;91749
"17";"07";"28";"22";6;2388;305;224;1809;91749
"17";"07";"28";"23";6;1955;280;223;1406;91749
"17";"07";"29";"00";7;1355;274;195;856;91749
"17";"07";"29";"01";7;834;178;122;502;91749
"17";"07";"29";"02";7;771;114;271;370;91749
"17";"07";"29";"03";7;362;52;65;231;91749
"17";"07";"29";"04";7;285;57;57;156;91749
"17";"07";"29";"05";7;225;30;41;144;91749
"17";"07";"29";"06";7;274;39;40;191;91749
"17";"07";"29";"07";7;565;60;70;423;91749
"17";"07";"29";"08";7;1097;96;128;853;91749
"17";"07";"29";"09";7;5415;168;1566;3617;91749
"17";"07";"29";"10";7;6097;262;1626;4128;91749
"17";"07";"29";"11";7;6112;358;1679;3668;91749
"17";"07";"29";"12";7;2632;313;258;2021;91749
"17";"07";"29";"13";7;2502;332;272;1846;91749
"17";"07";"29";"14";7;2531;325;271;1873;91749
"17";"07";"29";"15";7;2376;303;255;1757;91749
"17";"07";"29";"16";7;2290;282;249;1715;91749
"17";"07";"29";"17";7;2288;302;229;1721;91749
"17";"07";"29";"18";7;2279;297;226;1727;91749
"17";"07";"29";"19";7;2276;281;192;1764;91749
"17";"07";"29";"20";7;2130;246;189;1642;91749
"17";"07";"29";"21";7;4316;211;2490;1567;91749
"17";"07";"29";"22";7;1783;236;181;1335;91749
"17";"07";"29";"23";7;1403;180;139;1056;91749
"17";"07";"30";"00";1;1060;163;122;748;91749
"17";"07";"30";"01";1;780;136;131;501;91749
"17";"07";"30";"02";1;1294;110;824;335;91749
"17";"07";"30";"03";1;375;56;52;259;91749
"17";"07";"30";"04";1;268;52;43;166;91749
"17";"07";"30";"05";1;253;47;49;153;91749
"17";"07";"30";"06";1;177;18;30;125;91749
"17";"07";"30";"07";1;382;36;68;268;91749
"17";"07";"30";"08";1;674;61;92;508;91749
"17";"07";"30";"09";1;5146;128;1765;3200;91749
"17";"07";"30";"10";1;5324;168;1536;3537;91749
"17";"07";"30";"11";1;2041;238;200;1571;91749
"17";"07";"30";"12";1;1991;181;171;1597;91749
"17";"07";"30";"13";1;2051;216;217;1588;91749
"17";"07";"30";"14";1;2219;259;231;1702;91749
"17";"07";"30";"15";1;2170;280;190;1660;91749
"17";"07";"30";"16";1;2065;285;186;1550;91749
"17";"07";"30";"17";1;2246;275;207;1719;91749
"17";"07";"30";"18";1;2492;270;234;1941;91749
"17";"07";"30";"19";1;2713;309;251;2077;91749
"17";"07";"30";"20";1;2984;428;251;2256;91749
"17";"07";"30";"21";1;4759;322;2210;2162;91749
"17";"07";"30";"22";1;2711;323;248;2093;91749
"17";"07";"30";"23";1;1912;224;216;1432;91749
"17";"07";"31";"00";2;1156;145;150;832;91749
"17";"07";"31";"01";2;746;125;99;500;91749
"17";"07";"31";"02";2;1201;122;791;268;91749
"17";"07";"31";"03";2;286;60;57;164;91749
"17";"07";"31";"04";2;209;35;45;121;91749
"17";"07";"31";"05";2;158;16;35;101;91749
"17";"07";"31";"06";2;229;28;23;173;91749
"17";"07";"31";"07";2;693;40;72;563;91749
"17";"07";"31";"08";2;1712;137;176;1385;91749
"17";"07";"31";"09";2;6850;227;1885;4640;91749
"17";"07";"31";"10";2;7193;333;1812;4927;91749
"17";"07";"31";"11";2;4484;412;381;3622;91749
"17";"07";"31";"12";2;4064;366;351;3262;91749
"17";"07";"31";"13";2;4380;509;414;3382;91749
"17";"07";"31";"14";2;4826;548;425;3765;91749
"17";"07";"31";"15";2;5238;574;473;4095;91749
"17";"07";"31";"16";2;5126;567;499;3974;91749
"17";"07";"31";"17";2;4588;499;449;3543;91749
"17";"07";"31";"18";2;4216;492;397;3253;91749
"17";"07";"31";"19";2;4252;485;369;3330;91749
"17";"07";"31";"20";2;4560;525;389;3566;91749
"17";"07";"31";"21";2;6371;541;1912;3840;91749
"17";"07";"31";"22";2;4162;494;428;3168;91749
"17";"07";"31";"23";2;3060;366;312;2340;91749
"17";"08";"01";"00";3;1579;246;230;1073;97813
"17";"08";"01";"01";3;1049;142;168;701;97813
"17";"08";"01";"02";3;1614;125;876;582;97813
"17";"08";"01";"03";3;647;59;152;428;97813
"17";"08";"01";"04";3;530;47;126;350;97813
"17";"08";"01";"05";3;470;16;105;339;97813
"17";"08";"01";"06";3;476;40;84;346;97813
"17";"08";"01";"07";3;1219;91;175;938;97813
"17";"08";"01";"08";3;2388;181;252;1918;97813
"17";"08";"01";"09";3;6986;251;1910;4718;97813
"17";"08";"01";"10";3;7335;349;1220;5663;97813
"17";"08";"01";"11";3;8191;487;1156;6431;97813
"17";"08";"01";"12";3;3935;434;410;3024;97813
"17";"08";"01";"13";3;4591;489;480;3551;97813
"17";"08";"01";"14";3;4990;535;511;3861;97813
"17";"08";"01";"15";3;6900;720;667;5334;97813
"17";"08";"01";"16";3;5872;693;571;4501;97813
"17";"08";"01";"17";3;4880;608;482;3688;97813
"17";"08";"01";"18";3;4230;439;415;3286;97813
"17";"08";"01";"19";3;4381;457;439;3398;97813
"17";"08";"01";"20";3;4357;516;435;3326;97813
"17";"08";"01";"21";3;6586;449;2731;3332;97813
"17";"08";"01";"22";3;3939;411;375;3086;97813
"17";"08";"01";"23";3;2865;376;272;2156;97813
"17";"08";"02";"00";4;1717;245;239;1184;97813
"17";"08";"02";"01";4;1009;141;171;669;97813
"17";"08";"02";"02";4;1054;82;364;579;97813
"17";"08";"02";"03";4;654;57;164;417;97813
"17";"08";"02";"04";4;530;43;122;351;97813
"17";"08";"02";"05";4;397;32;100;264;97813
"17";"08";"02";"06";4;359;54;31;266;97813
"17";"08";"02";"07";4;1412;82;239;1070;97813
"17";"08";"02";"08";4;2345;173;267;1872;97813
"17";"08";"02";"09";4;6312;337;2712;3215;97813
"17";"08";"02";"10";4;4973;451;569;3851;97813
"17";"08";"02";"11";4;4943;480;465;3911;97813
"17";"08";"02";"12";4;4261;474;433;3273;97813
"17";"08";"02";"13";4;4537;485;489;3491;97813
"17";"08";"02";"14";4;5078;547;592;3861;97813
"17";"08";"02";"15";4;4740;493;527;3624;97813
"17";"08";"02";"16";4;4710;556;463;3611;97813
"17";"08";"02";"17";4;4544;497;425;3543;97813
"17";"08";"02";"18";4;3771;479;397;2831;97813
"17";"08";"02";"19";4;3645;422;348;2810;97813
"17";"08";"02";"20";4;3836;438;352;2970;97813
"17";"08";"02";"21";4;5331;399;1870;3006;97813
"17";"08";"02";"22";4;3702;438;399;2816;97813
"17";"08";"02";"23";4;2656;369;278;1953;97813
"17";"08";"03";"00";5;1646;251;216;1147;97813
"17";"08";"03";"01";5;980;183;155;624;97813
"17";"08";"03";"02";5;1042;113;389;525;97813
"17";"08";"03";"03";5;547;31;133;373;97813
"17";"08";"03";"04";5;138;25;24;80;97813
"17";"08";"03";"05";5;789;33;187;556;97813
"17";"08";"03";"06";5;442;63;64;307;97813
"17";"08";"03";"07";5;1139;80;165;874;97813
"17";"08";"03";"08";5;2303;193;266;1812;97813
"17";"08";"03";"09";5;7193;331;1149;5623;97813
"17";"08";"03";"10";5;8061;457;1563;5929;97813
"17";"08";"03";"11";5;8386;505;1396;6355;97813
"17";"08";"03";"12";5;4285;417;490;3304;97813
"17";"08";"03";"13";5;4599;495;479;3553;97813
"17";"08";"03";"14";5;4640;477;396;3685;97813
"17";"08";"03";"15";5;4817;493;487;3762;97813
"17";"08";"03";"16";5;4547;484;444;3516;97813
"17";"08";"03";"17";5;4120;451;436;3163;97813
"17";"08";"03";"18";5;3690;418;322;2869;97813
"17";"08";"03";"19";5;3699;440;376;2833;97813
"17";"08";"03";"20";5;3902;482;389;2965;97813
"17";"08";"03";"21";5;5490;448;1891;3089;97813
"17";"08";"03";"22";5;3588;437;359;2719;97813
"17";"08";"03";"23";5;2521;361;262;1847;97813
"17";"08";"04";"00";6;4827;520;473;3737;97813
"17";"08";"04";"01";6;1262;209;187;828;97813
"17";"08";"04";"02";6;800;155;325;314;97813
"17";"08";"04";"03";6;296;65;39;176;97813
"17";"08";"04";"04";6;856;44;194;601;97813
"17";"08";"04";"05";6;420;38;76;293;97813
"17";"08";"04";"06";6;446;45;47;342;97813
"17";"08";"04";"07";6;1368;98;183;1066;97813
"17";"08";"04";"08";6;2491;218;276;1952;97813
"17";"08";"04";"09";6;7031;315;1561;5077;97813
"17";"08";"04";"10";6;6838;395;1306;5036;97813
"17";"08";"04";"11";6;4419;299;690;3318;97813
"17";"08";"04";"12";6;3787;300;526;2878;97813
"17";"08";"04";"13";6;4632;502;496;3532;97813
"17";"08";"04";"14";6;4636;567;437;3549;97813
"17";"08";"04";"15";6;5004;576;463;3868;97813
"17";"08";"04";"16";6;4682;515;462;3635;97813
"17";"08";"04";"17";6;4629;580;452;3526;97813
"17";"08";"04";"18";6;3735;478;376;2806;97813
"17";"08";"04";"19";6;3525;489;349;2630;97813
"17";"08";"04";"20";6;3340;438;318;2512;97813
"17";"08";"04";"21";6;6100;364;2294;3370;97813
"17";"08";"04";"22";6;3268;439;677;2107;97813
"17";"08";"04";"23";6;2075;333;230;1473;97813
"17";"08";"05";"00";7;1500;285;201;976;97813
"17";"08";"05";"01";7;994;178;155;639;97813
"17";"08";"05";"02";7;984;118;376;467;97813
"17";"08";"05";"03";7;550;41;130;363;97813
"17";"08";"05";"04";7;383;26;89;260;97813
"17";"08";"05";"05";7;354;37;64;236;97813
"17";"08";"05";"06";7;354;43;56;244;97813
"17";"08";"05";"07";7;761;67;121;555;97813
"17";"08";"05";"08";7;1257;120;149;968;97813
"17";"08";"05";"09";7;5824;295;1603;3850;97813
"17";"08";"05";"10";7;6103;314;1536;4178;97813
"17";"08";"05";"11";7;5208;320;1214;3600;97813
"17";"08";"05";"12";7;2831;329;279;2171;97813
"17";"08";"05";"13";7;2739;332;256;2093;97813
"17";"08";"05";"14";7;2898;407;321;2104;97813
"17";"08";"05";"15";7;2736;405;299;1989;97813
"17";"08";"05";"16";7;2681;354;288;1998;97813
"17";"08";"05";"17";7;2479;331;249;1853;97813
"17";"08";"05";"18";7;2556;335;276;1896;97813
"17";"08";"05";"19";7;2584;324;255;1949;97813
"17";"08";"05";"20";7;2387;273;234;1835;97813
"17";"08";"05";"21";7;4259;238;2274;1700;97813
"17";"08";"05";"22";7;1858;279;199;1340;97813
"17";"08";"05";"23";7;1479;255;173;1028;97813
"17";"08";"06";"00";1;1057;179;138;727;97813
"17";"08";"06";"01";1;814;129;134;530;97813
"17";"08";"06";"02";1;862;117;324;412;97813
"17";"08";"06";"03";1;459;71;80;293;97813
"17";"08";"06";"04";1;316;27;55;220;97813
"17";"08";"06";"05";1;291;11;52;218;97813
"17";"08";"06";"06";1;210;25;30;145;97813
"17";"08";"06";"07";1;508;35;94;367;97813
"17";"08";"06";"08";1;860;73;137;627;97813
"17";"08";"06";"09";1;5364;134;2007;3170;97813
"17";"08";"06";"10";1;3964;215;1248;2456;97813
"17";"08";"06";"11";1;2307;231;218;1818;97813
"17";"08";"06";"12";1;2347;268;240;1787;97813
"17";"08";"06";"13";1;2238;261;227;1709;97813
"17";"08";"06";"14";1;2397;300;304;1746;97813
"17";"08";"06";"15";1;2313;274;251;1757;97813
"17";"08";"06";"16";1;2390;286;243;1825;97813
"17";"08";"06";"17";1;2508;326;228;1896;97813
"17";"08";"06";"18";1;2698;319;253;2069;97813
"17";"08";"06";"19";1;2732;294;254;2130;97813
"17";"08";"06";"20";1;2966;322;240;2347;97813
"17";"08";"06";"21";1;4919;307;2180;2373;97813
"17";"08";"06";"22";1;2790;308;289;2148;97813
"17";"08";"06";"23";1;2108;241;264;1564;97813
"17";"08";"07";"00";2;1267;205;157;885;97813
"17";"08";"07";"01";2;760;122;137;483;97813
"17";"08";"07";"02";2;738;87;296;334;97813
"17";"08";"07";"03";2;386;36;95;247;97813
"17";"08";"07";"04";2;257;41;48;159;97813
"17";"08";"07";"05";2;262;16;47;192;97813
"17";"08";"07";"06";2;290;36;33;216;97813
"17";"08";"07";"07";2;905;76;105;706;97813
"17";"08";"07";"08";2;2130;173;233;1685;97813
"17";"08";"07";"09";2;7100;299;1613;5088;97813
"17";"08";"07";"10";2;7086;460;1879;4654;97813
"17";"08";"07";"11";2;5117;537;458;4026;97813
"17";"08";"07";"12";2;4679;497;477;3631;97813
"17";"08";"07";"13";2;5590;1087;492;3937;97813
"17";"08";"07";"14";2;5370;602;529;4153;97813
"17";"08";"07";"15";2;5772;602;493;4578;97813
"17";"08";"07";"16";2;5326;597;485;4147;97813
"17";"08";"07";"17";2;4857;572;435;3761;97813
"17";"08";"07";"18";2;4217;481;396;3265;97813
"17";"08";"07";"19";2;4287;507;416;3279;97813
"17";"08";"07";"20";2;4632;558;435;3559;97813
"17";"08";"07";"21";2;7825;513;1580;5644;97813
"17";"08";"07";"22";2;7108;475;1322;5215;97813
"17";"08";"07";"23";2;3032;428;320;2217;97813
"17";"08";"08";"00";3;1699;281;225;1160;97813
"17";"08";"08";"01";3;915;132;152;616;97813
"17";"08";"08";"02";3;777;101;310;352;97813
"17";"08";"08";"03";3;382;56;72;249;97813
"17";"08";"08";"04";3;259;29;53;170;97813
"17";"08";"08";"05";3;266;22;42;192;97813
"17";"08";"08";"06";3;387;40;49;288;97813
"17";"08";"08";"07";3;1049;93;117;820;97813
"17";"08";"08";"08";3;2386;195;227;1927;97813
"17";"08";"08";"09";3;7497;338;1879;5175;97813
"17";"08";"08";"10";3;8214;451;1403;6243;97813
"17";"08";"08";"11";3;6915;504;1177;5126;97813
"17";"08";"08";"12";3;4583;500;441;3561;97813
"17";"08";"08";"13";3;4834;516;457;3753;97813
"17";"08";"08";"14";3;5292;576;524;4092;97813
"17";"08";"08";"15";3;5110;569;494;3943;97813
"17";"08";"08";"16";3;4843;609;450;3681;97813
"17";"08";"08";"17";3;4542;555;468;3433;97813
"17";"08";"08";"18";3;4011;512;378;3045;97813
